Lost,VDSS,V/VDSS,CISS,COSS,CRSS,IDSS,VGS,RDS(ON),LETth,FAILURE MODE,ION
212,1215,-0.09590730231177924,4794,2477.220461385477,738.779210701294,12,5.070570741528734,0.4214835505729332,20.332361805114687,0,2
213,777,1.1862514269704585,-933,221.7640966960086,385.5629192640331,91,3.4145012017375675,-0.04087582657180194,-9.493552076621384,0,0
214,920,0.3592576659577094,1509,371.7512942660339,135.8752581389993,6,4.158261407331637,0.20613656191324392,1.3986397962808894,1,2
215,872,0.3420150632074618,-5313,712.945606752471,180.1663495531755,82,3.5279414140488936,0.3262428230777822,-10.256847630156514,1,3
216,-4,0.34365053152720726,1283,222.4694193375226,135.6474252814603,26,0.382047062400797,0.30621699032178185,2.7705434916871923,0,2
217,792,0.3236315761604861,2922,797.50514039736,511.3573624691793,28,7.3828172212698,1.2865327276401324,-12.595398332432858,1,0
218,161,-0.0928790412532704,2783,80.32656069384439,233.42163157555757,30,-2.393577095420686,-0.08157920221055703,-20.117286712173417,0,2
219,650,0.1618652584054866,-1635,296.773986793101,631.5976496942943,14,-0.8828971001395647,0.20395242067882924,-13.263754859100843,1,2
220,199,-0.014591304169554009,9371,-94.8173952710859,-143.04336225867468,34,4.151047366529576,1.1380848716883096,19.110909740222873,2,2
221,342,-0.05161711135133029,14305,1268.1423358755549,4.58596900050776,35,1.9200624362344163,-0.1167670610281746,15.563089962552752,1,2
222,1638,0.300598365516006,1715,2028.5629812119046,349.420383049576,39,2.8760675151360626,0.9986112467769056,6.5014087414260615,0,1
223,559,0.3241994557986849,-475,-84.61779567932086,126.00765638924038,34,2.5265066055493715,-0.13637139803243614,2.889281196514588,1,3
224,592,1.2658864184443548,6409,-445.0753322363188,541.3769088892141,-2,2.5621563448488556,0.3247307384027584,-25.6034632658205,2,1
225,1712,0.5408834399376534,-358,2263.698689990092,412.5444853669247,80,-4.568742342819283,0.19830723056116872,-5.184900709598104,0,0
226,119,0.35525603247880194,1921,221.78865335307677,190.65175753994333,15,-4.564322027587239,1.0900218135021378,29.17523661475819,2,2
227,588,0.19533721608885324,11575,-582.4293931383909,244.84759295587577,11,4.517938838538262,0.8911158102027525,-3.529084818693285,2,3
228,-76,-0.16913445348113243,2996,599.148283482028,264.0451975296255,18,3.5272426170219546,0.25108864798193525,11.387306890241952,2,0
229,100,-0.03167780897233763,3012,598.7583237677853,611.6108285305108,27,2.7240896587547545,0.30327996655428835,-16.390270719814886,2,0
230,1558,-0.195664532004854,4375,92.87364257915783,178.05662298669256,24,-1.995610943668659,0.3566976643831496,-19.33115129933011,1,1
231,-86,0.46069565291449793,2381,1110.8860273947955,232.19397337507337,-3,6.153799404110478,0.3076387870855911,1.6485918336459164,1,1
232,-204,0.10521394875364198,7398,1460.934805417891,977.825182828097,5,4.013225005956392,0.296391535384429,-19.480055835998684,1,0
233,75,0.5641434009448852,548,261.6095898285427,619.6327499499886,31,2.12883664501378,0.2766417610489711,-15.847807082165467,1,0
234,569,0.8811541546674195,-494,268.9293213252663,241.75676935737187,81,4.671079729862481,0.3714604065719198,-13.955838152330188,0,0
235,317,0.8434318924328226,3409,726.4565527273455,625.7166562612656,12,-9.50810087443472,1.1288930622046822,-13.339465576915991,1,1
236,1928,0.3196331018067058,3624,851.8039332982578,495.3639679867373,27,3.689139523141198,0.226585004437033,-4.771833644125081,0,1
237,559,0.5834749287278028,-83,-121.12122591832781,245.77637979660176,39,3.1031592054555484,0.5353179304254838,-8.342022860702194,0,3
238,994,0.8205413803505919,15610,215.26654782281,731.3403535238348,33,2.9055551891312326,1.1432085552049382,12.459541803633833,0,2
239,1180,0.4678289134392433,12835,3028.243659450375,431.342691659108,73,3.1724586967989667,0.2835226866008195,-18.724151176240035,1,0
240,637,0.0030545711727886227,-2502,178.44088582872809,546.5895650260888,99,-2.695150393914118,0.32533695763721937,1.783511600766083,0,0
241,-98,1.0529251576249363,-1489,870.7784409083029,204.41620145574612,11,3.132875145558196,0.9671536332898164,-10.077716335481007,0,0
242,194,1.0784178694381428,4713,541.6627652718907,190.1326010268233,16,3.82899822724002,0.5367785883947903,8.914399726803541,2,3
243,840,0.7215860598500341,1639,1458.1046115877664,613.2889360422027,68,9.068010587353358,-0.06450215748380106,26.162962997670483,2,1
244,1350,0.2755837085571945,6942,914.9748721248376,330.35784463214975,10,-0.9222301935562374,0.08303295789469439,-7.4216808021112115,0,2
245,437,0.5957192380340756,11612,1107.8699165900885,535.217025844201,20,-2.7156180181135925,0.07712417213668749,-11.444911831797803,1,2
246,1959,0.9817294706210005,375,-113.04851096657347,-17.96278276692675,78,-4.605352107514725,-0.007906267861710656,10.866051122653303,2,1
247,445,-0.37567770219993246,1114,429.6996183253812,239.77171903857504,63,-2.4326805537293206,0.8180111463728268,-2.001347124318251,1,1
248,809,0.6116095200572521,12163,276.9820393298414,1012.3942073033152,90,6.735106788154763,0.6190381498939488,6.9274977627176995,0,0
249,140,0.46958762676124405,-978,-59.40663240675639,176.03322817389557,28,-0.10823046798522351,0.054095660635200146,-9.386579875670598,2,1
250,2356,1.0072213217437698,-615,268.5181656512978,304.0432445898801,52,4.944550058934399,0.11214645344078886,-23.69743965257676,1,1
251,529,1.0379398329129788,4696,215.12073673034098,309.97110368956794,14,2.394058792076843,0.5066765555854734,-10.526303636936014,2,0
252,1598,0.7715340385213469,6237,3623.333106698234,200.32273866917348,42,1.411677699414937,0.06913236077699589,-10.830101331770969,0,3
253,402,1.1374704271650362,5178,322.6597325749409,126.22274489366703,31,-1.4339815969859473,0.2812202618170532,7.222763969087971,1,1
254,1926,0.7038367060437711,10379,-218.27321615554786,575.5163800885914,25,4.336366747863306,0.0858835352292248,7.230432520765781,0,2
255,425,0.8451667704980583,8021,1160.7650478573144,15.268788366630588,36,3.186976678736928,0.6985915712062436,-22.12485721082823,0,1
256,451,0.7452243749941196,2146,2392.2603839067638,415.3903518691109,25,4.795629001939331,0.3406387007141802,15.01953566868659,0,2
257,651,-0.2031868099363291,1277,670.4817283740333,181.6316964901622,4,7.166764461879214,0.18162996470946507,1.5566271421390923,0,1
258,-142,0.8105495859434854,2322,226.95780590142118,42.530600889568895,23,-6.90252745661769,0.3541860982824745,43.776501587222455,1,1
259,-202,0.5034091433515409,1451,729.9512977312429,32.23357532306602,7,3.1291064287613066,0.14712984170641477,-4.967884092932145,0,2
260,1773,-0.04520324621372729,5897,497.0269377122979,130.34561177165625,33,1.094997350057832,0.06353065401615149,-19.174740011631265,1,0
261,108,-0.16817063668070065,30,498.02295572298317,11.303372326073998,10,3.993172584609608,0.2671804268276585,-19.934923399624843,2,0
262,1855,0.46903165986114115,9463,7.250401143230988,735.985885444507,1,3.0097945656934972,-0.042487362117675675,15.807834416113653,0,3
263,491,0.5149313242117619,1178,242.53210914344473,80.05543941525079,34,4.6026767076655215,0.04759851894127589,27.489977999848406,1,0
264,456,1.480682358297425,-1129,2282.8751948270547,473.9236111558861,28,3.641876134515593,0.25235662432892525,-7.981323273943794,1,2
265,326,-0.205854559068552,5191,199.70125528963004,166.23901487789016,16,3.483295018818044,-0.12742531873444074,-8.459266406463428,1,2
266,-311,0.16513549084371082,10092,1704.8611521072798,130.33480444263353,86,8.753585251980416,0.1495316586495518,11.375890955665582,1,3
267,239,0.4895184664993193,-41,2076.3003429877826,663.2340501222368,37,6.086144006367041,0.06762026963841755,-4.844188496657935,0,1
268,-101,0.5843311592235915,3176,794.2299477506567,575.2624591277324,31,8.320119298276873,0.10810826592634581,10.67777509508355,1,1
269,547,0.09719591313037146,336,223.8583594813715,-167.11002694604696,45,8.591832220616928,0.2792884311984156,-20.674743876494787,0,0
270,62,0.13572112129823927,7678,2063.2509242622687,789.8930085366791,31,-0.1886479072042302,0.8511903650607664,3.176305557554656,1,2
271,1165,-0.07719749622224781,15799,536.0797855229338,533.056531780262,29,2.2231106499767366,0.3557115416214073,-8.759324708555255,1,3
272,-196,0.00786766946418016,-561,143.163386397256,185.04768248531738,16,3.665476758429654,0.3228741177108292,-3.617360055928444,2,1
273,566,0.5134867798625006,2992,554.4120904885468,313.87342793946306,60,4.881524563523519,-0.0035852631145096014,-1.7911740757815338,0,2
274,41,-0.4502318815341926,10765,265.0307797230186,-99.36247413801921,22,2.9266217793276583,0.4267551220312592,-10.624274927790367,1,2
275,817,0.5910584526083392,7279,477.5181629140599,796.4302199790582,45,4.7385845286497865,0.5790222407211809,-13.066969315993852,1,3
276,425,0.1867750676201368,593,1097.169931542297,335.5447281705821,38,3.4228295825217807,0.9334987563879162,-11.896375589209065,2,0
277,1576,0.49595950573684616,11736,578.3362155996613,651.9230078033058,12,4.637262363771905,0.15295638775773734,11.716481318735383,1,0
278,-342,0.2694136144247665,-430,-78.41516433600879,308.05948392564284,21,9.048435812293304,0.3364305935039953,-25.709153046824127,0,1
279,1717,0.3946340283807098,4581,863.979409046742,590.5246809756136,39,1.4066189246117315,0.1268223868466743,7.639864065516324,1,0
280,701,0.11693123187576082,4092,1594.534177342691,606.7129818195199,40,3.6116014451536316,0.5803265992538176,-3.870819771529014,1,1
281,2091,0.45646010724815,1875,-69.965329539881,167.62297379115472,42,3.1408567452947733,0.1848494784577388,4.995478178769346,2,3
282,371,0.04671907930772584,6315,79.9097629298769,214.59087804710023,32,4.320603021832197,0.40704931315796045,18.130252994568693,0,0
283,788,1.1265843753937363,797,648.4415741501849,219.3847010680945,42,-0.7883747352388308,1.0921589556840143,-14.39551243539853,2,3
284,119,0.6029836707156138,5579,430.54061253644574,323.52081562750425,6,0.11971401419237138,-0.04196081671886684,22.407984457601135,1,3
285,501,-0.2597274426224154,6288,340.8183982105751,184.04510673649656,41,4.341326534446782,0.23565545498517243,18.755901141672364,0,3
286,1269,0.5295104696675418,2040,408.0580661747629,291.37928726981363,40,1.9029683430671314,0.888854375422253,-15.107926679129761,2,2
287,545,0.26345206167302937,4909,2357.5998492508133,609.8530208897398,38,-1.9237387984818344,1.246607913256526,11.38456626692808,1,2
288,128,-0.1347776082226495,-1671,-66.53097806936682,55.48030956597022,53,-1.5753199293991564,0.1531921594219795,-18.921975439553457,2,1
289,-161,-0.00587951293165212,4156,515.3982798411471,577.1082897812912,41,-2.7474224932797595,0.20981214744350557,-5.365154621112097,0,0
290,112,0.02339382074900548,364,617.9333973609737,8.618194787326445,8,2.640190270759782,0.0748384205616778,58.10180856392277,1,3
291,649,1.1497933233765643,6446,197.62267685584987,250.6204738902074,18,1.3339010982051693,0.04897376041517331,-16.315159263657286,1,3
292,357,0.0045040521135256695,3597,-426.67837043119516,899.5401873384258,86,2.426700169184543,0.7479032820007765,-23.45276511287591,2,0
293,529,1.1482798774874303,-1959,736.8814398439554,344.82434947561075,66,2.4343772127734984,0.699918819628504,1.5047310825950717,1,3
294,451,0.5714534551098787,3520,1612.3169099023403,-141.3833088068406,25,1.4376456083504012,0.10130143038210196,23.53602061900542,1,3
295,140,-0.024731567677067967,-128,144.04183347110066,372.1918719675755,34,1.7224868171060472,0.036429072496667755,7.1446242440208785,0,0
296,1108,0.055464946062480036,-620,228.40949248776218,141.9872416723822,20,1.832085531286467,0.9998935121673459,-7.345746359943917,2,1
297,533,0.8617663983694662,3995,-24.230504439962203,248.67379525365982,72,-3.710546420497195,0.9382424909752609,10.26298215603677,2,3
298,312,-0.043032428442077775,3083,796.6062083186192,-29.721713461475574,87,3.0939673145551767,0.42494367940828054,2.151440280653418,2,2
299,390,-0.42730496615869984,-341,194.08021272221748,265.56436678920113,11,1.8537884487466214,0.2947365402197928,2.37132136804248,2,2
300,27,0.48760147416204225,7516,835.0190304310356,146.0787606947357,1,3.000979143126992,0.826392198953792,-15.684684063902033,1,3
301,-297,0.012805841725005818,1768,1531.306764970008,-25.9794866024543,5,2.8895545231121127,0.2105484012607013,21.028504097304513,1,1
302,1916,-0.03201547347974654,7639,562.2300587338036,217.5950708211779,3,1.3659956920558114,0.225074099237246,-21.760122595575652,0,0
303,856,-0.19562055854797444,7262,66.93884160843845,118.80697095857336,68,4.408270632450661,1.0367203733676487,-4.338879081776753,1,0
304,601,-0.10149733021186425,15542,1069.1349310274513,403.1787102595426,19,3.268869176269605,0.15191937526323734,-6.0811324741669,2,1
305,78,0.24271118264100666,-3220,1407.2159520301166,699.4220458301658,8,2.4802781709545307,0.1592770067779794,-4.247212023559847,0,2
306,274,0.2848390453672996,-430,96.31837859579176,186.10174371521,35,8.547703309880532,-0.12990121136405985,-9.810705316264318,0,1
307,-116,-0.2272781612286935,7566,-171.42247318643285,573.1507342420148,26,7.6792196193080855,0.6157649454744991,2.6179654810578157,1,2
308,939,-0.20124540528847124,9428,1811.46083714702,51.13002571329312,32,3.8186796705336485,0.1416642909479394,4.438454480380269,0,0
309,1500,0.5624625996685924,6569,234.04938823060127,231.20579932658688,52,-2.5970341149028373,0.36900495009912015,-13.471211254789992,0,0
310,554,-0.26021608005695807,19930,909.9075821743124,356.3656887224182,10,2.995472577046137,0.13917980032566282,-18.72683986354359,2,3
311,165,-0.07795106982226074,5815,2260.5853180702597,201.68931069712974,87,-1.1598626884423522,0.36783829320207817,-11.653063371009708,1,1
312,757,0.5636236857391604,6690,931.8502068620888,245.3826123846867,8,5.073541862396149,0.17151182902888762,-20.88226019834969,1,2
313,721,0.22666173157039726,-3566,496.78498334665585,469.7001613844508,23,4.002547240774126,0.2865762328503141,-25.31082382304917,0,2
314,378,0.30288040796551025,5938,402.49398079767354,555.9536609551787,31,4.438195902521716,-0.0786634933753027,41.05469059493502,1,1
315,1798,0.3531565933299965,2510,555.2903791323458,146.3177225519792,12,8.715474243647943,0.011310997580225995,-2.440454106350778,0,1
316,630,0.06366306159857682,15924,1070.618914205863,491.38402340356686,85,7.647283644873881,0.48271602441700434,53.723307258095204,0,2
317,-110,0.5122531471547043,16103,260.19874254720656,-1.804221129952552,31,-0.14653193400027598,1.3058448893380183,2.515357902512868,0,2
318,85,-0.26279032690987303,6160,1824.4797237272862,103.53546708939055,0,-2.453037821743286,0.21889117058762053,-0.054601683904976994,0,0
319,366,0.1518763199257397,7339,207.5117535582367,265.00441254262597,30,-8.29012317515277,0.36943273196654336,41.76640719821991,1,2
320,30,0.36457639053920404,4002,1612.8828378255937,252.35987755257088,37,1.7527359661995399,0.9533222971427431,17.461854519584673,2,0
321,712,1.0514569762283377,6003,56.04061304458605,163.93404949452102,7,0.7729151691008638,0.6779357613682235,-3.552915457275283,2,3
322,-421,1.2175955818428865,6933,331.3258580496989,338.0998558068866,3,3.2331006436616043,0.6348914816207826,9.851599015821467,0,1
323,613,0.4411430939589777,6560,868.3280603104204,557.9249189263787,45,7.697996810312148,0.3066285846041933,9.994878483064486,0,3
324,-278,0.5300370068230382,3153,302.687022865871,222.94792955770026,8,1.6408516553481245,0.47356219835040014,-26.428055296767788,0,0
325,1525,0.735991924725184,10084,1863.3262860329664,-25.37521870315055,38,3.8601800288386006,0.8696919358450372,32.709019437177226,1,0
326,363,-0.14945054142821612,320,632.0952056491867,46.13374626024856,33,3.5449354443492274,0.27562854097668643,25.73547869548618,1,2
327,1306,0.6113860437413621,13332,2472.4054513904193,154.299449346313,40,-3.2362494547393545,0.14863298236354894,21.300035546958,1,0
328,683,0.15147429924700784,3529,934.0633478551003,119.29570239326804,-7,5.145740766478134,0.9513534346570254,24.03980491296813,2,2
329,-51,0.6370298165068606,551,817.6686307627513,1.7132930691579986,6,5.527255532940336,0.09921313561797725,13.8196620173138,2,1
330,469,0.838924437052349,12490,379.88550472531506,31.639858318555113,33,5.570497775270674,0.059107457147061566,7.845698459652361,0,2
331,444,0.1592036123509089,2715,875.7814968637534,736.8835400891537,80,4.688874333492301,0.2054846599904585,-27.132503355531284,2,1
332,640,-0.47274660443487804,14324,789.1746984835972,213.68885350625192,13,2.4918637358624243,1.1077270020352428,-23.462944570898863,1,0
333,733,0.3705091688447357,16192,780.577111826942,234.64507283563387,17,-2.140342423121518,0.39404852504394117,8.388969103000615,1,0
334,-58,0.4228721666380916,5440,630.9802383602641,376.51672950630035,72,6.820039900801508,1.170124475973064,61.26640151035768,1,0
335,1990,0.7752247964827016,4509,-258.85272757160544,72.8001866109827,34,4.031460690244025,0.596391484021443,-6.6802303335327196,0,0
336,255,-0.46714045815024285,9368,155.11622040265695,97.23327201039795,10,1.7585214375394747,0.669447147884604,-1.7571839545651713,1,1
337,1301,-0.45465747351740593,1946,3042.2439076232636,128.99823691326174,10,3.6759610876724493,0.24422266973409862,-13.980447831066996,0,0
338,894,-0.6320955361691324,4914,-168.63017531872185,322.151075144791,11,0.022023248792465422,0.9619076490431326,-13.450472806360963,0,2
339,327,0.12596570378300675,9036,502.8299292655811,-40.063298714139265,40,5.790376027195255,0.983630370081618,5.242220171188755,0,0
340,719,0.15765761671433387,1705,427.9317925045454,304.12090279686765,30,5.4581543533018575,-0.021836720463011577,-5.391110641039539,0,0
341,467,-0.5531902536967644,7058,529.1756734667135,660.35048728419,46,2.4961287032101227,0.04890960464282168,-17.729109154496314,1,2
342,543,1.2861739874720504,5487,594.1682251146108,441.0441199055209,82,0.7668589970754802,1.0992587056110135,24.285187580194325,1,1
343,416,0.47830596120258284,4376,1281.5986672323766,489.57072987140623,9,3.283456721878482,0.614015080638345,31.606424929444316,2,1
344,1465,0.5708563902414021,6667,-105.85886043916628,256.2660956931871,23,4.37008313257631,0.2826355404528771,3.6683293414879046,0,2
345,-284,0.42124232214790697,7666,639.5850811130081,827.5351239736904,17,9.572741074962893,-0.015857376907034884,-17.666801922421747,1,0
346,387,0.7380303330975374,8442,1940.4231269165994,55.95698754355779,13,2.5232146575926206,0.902918162631174,-2.115718209200949,1,0
347,-146,0.28357034854065555,4311,374.87423563891446,123.4654893921654,22,7.808790468380232,0.9456352115707556,-20.90520792475622,1,0
348,674,-0.5116955070315766,6301,-111.71636777114082,541.2498023932809,19,4.830583604350785,0.10832132285617341,-8.922383805575215,2,2
349,46,0.651764142370086,1809,272.7200829674915,504.19578873316414,0,1.108233359024597,0.3178416966118469,-22.859288327857932,1,3
350,1333,0.3857815729397738,2913,360.2112925747099,203.01179244777313,35,1.4429168159590335,0.132505656467979,-12.02145747745108,2,2
351,342,0.7898891032227505,12545,302.7817380905068,312.7960793277674,41,6.103401540229606,0.3160204270747822,-10.59560225501535,2,2
352,1464,0.1400098635019466,18102,802.8080158256942,214.34647381306664,76,6.850178903058593,0.48003055596144056,-1.7678787776136176,0,2
353,134,0.24118836696279566,1448,641.8000915805576,345.7660287036427,52,4.0438315726618095,1.0857634640869258,-11.083708865247061,1,1
354,241,-0.07153790888592448,2135,715.7607439009029,73.62395939713635,21,3.7535706285130734,0.1440124753276227,-20.357678528561628,2,0
355,421,1.0614918051573015,5846,660.1672986852166,1026.9621254313088,72,1.5593970874571206,0.39172278917001474,-4.513459982932581,2,0
356,1105,0.573718606509554,5814,603.1905627235228,191.98344108524475,52,4.595344216133014,0.3260330237927307,21.050591883232457,1,1
357,798,-0.0032973242533399505,3311,793.9335885073554,20.499042763567516,12,1.6211168059098966,-0.10017102718877785,25.051417518312604,1,0
358,371,1.0921582836773558,1975,1330.775364907232,272.5776313725089,11,8.555952581683085,0.6492541653071878,-3.698324300941472,0,2
359,592,-0.5945720934255158,3554,247.92555506809782,144.9405289813691,15,4.635109982623131,0.30159730964902726,-7.63658402266487,1,2
360,2364,-0.02261575584881048,435,2124.7051797805543,20.644309578582522,24,-9.859396963747477,0.15608624325474457,2.9110463799168826,0,1
361,-49,0.15056040249193048,15635,191.808096144731,842.9255474337822,20,4.141498499561753,0.2983840404179228,24.306733034322185,0,1
362,-82,0.7564782154381285,7782,595.7221386878759,156.55738359009013,17,2.8958787370416648,1.035367064664961,-9.539067997051333,1,0
363,541,0.8256375871123651,3490,-59.98138492618824,653.823083216473,71,1.1051562968322064,0.8291702248473178,-18.70578979905264,0,2
364,1550,0.5494746367086235,3180,691.9461161261581,5.4889904438235675,13,3.909884375807941,0.07460278315465732,8.89167772228802,0,2
365,1320,0.2372002013331148,3901,324.5055990558642,212.6107759896421,8,2.617239010080061,0.9237235617986264,-10.335682498746365,0,0
366,382,1.0079159380488383,8896,2411.251781315279,66.58034727866197,26,6.534234313303277,0.7072829901078619,-23.893849658378365,0,1
367,521,0.5503113671866956,3326,290.81191488838886,440.04517917317094,9,2.651099377048329,0.8751249565502256,-15.779047799577924,0,0
368,170,0.8051127413800658,2124,685.2046958837657,801.3452478476461,46,3.2407460363638227,1.2631447380834524,-18.55905059450668,0,0
369,1410,0.37144472956933894,6636,672.6500336641398,266.6540369105898,13,1.5229369559488635,0.02403138984268173,19.045006938202995,1,1
370,332,0.07825947159982283,5896,90.97263199711801,923.9501831467294,71,4.473930425386678,0.5387434007477537,25.84529139669376,2,1
371,1341,0.24087325645706914,4532,161.85252335457648,13.131194400848472,12,-7.958363585648543,0.851559358712928,33.71488911830349,1,0
372,1480,0.31625577209249595,3006,-33.62166719503375,780.8181449844157,29,-0.9057522477361071,0.29974291529717945,-14.579074271262208,0,0
373,-281,-0.6124340020675817,12020,334.2074490714863,559.2434145884813,23,4.938713204201227,-0.09800164785554502,0.6366825937809608,1,2
374,1874,0.787959572190696,9025,24.76693396103917,645.9030076107958,34,3.1815675748625543,0.45615098348689515,-9.646164045411354,0,0
375,561,0.9017023564083996,1452,468.1622033151209,715.9969470559206,31,1.6310905003204086,0.94364404015708,-10.972737591501541,1,2
376,736,-0.3550738685588788,3345,91.46159464685681,20.21275164085978,46,-8.720114210000585,0.32256668133903077,-8.282759877847994,1,1
377,864,0.22921929276551933,-1788,-7.621617353402939,952.0673665773729,39,1.7385760653371578,0.6869673914212007,-4.303518648903456,2,1
378,461,0.9693717164467681,-732,104.2421305824964,328.70976547286926,87,5.243978867272859,0.14322412331522083,-25.159166677833568,1,2
379,-58,0.10150699416315195,4550,2595.73828870962,22.134968775494144,29,3.050888247039986,0.7892140385337706,-8.167274166282247,1,1
380,-87,-0.10423373896759569,11843,447.9410319738329,508.7208335274023,24,2.7508111270397007,0.3951120468219421,-10.404062248950794,1,2
381,2031,1.2763387996022115,11651,1228.044380721951,210.51752550212208,43,-2.4367418700506924,0.4887105562430726,16.33025474885681,1,0
382,794,0.863189080539774,5304,676.2018134844535,199.23087671026295,36,1.7053835413654748,0.4291744848891712,17.579098065345907,0,3
383,-36,0.89013326853064,3340,323.1862728511207,477.87674972617685,56,1.5065060341848544,0.3124409249628237,-14.047756900443261,0,0
384,255,0.5510886929086017,618,-249.02195312599986,172.1497221097293,23,1.6920656940794851,1.0923265382261746,11.571653758877023,1,0
385,591,0.4211700045900405,1944,413.9612092813729,818.0270324220776,23,-0.2441742842647756,0.07809544322040364,-7.67281138740276,1,1
386,609,0.4770527396878044,16,584.5755393415345,145.71423404915004,37,-2.1972298714521634,0.2792514784964532,-7.6045474944521345,1,1
387,662,0.11241882752527366,2311,640.6193758227106,157.5308452554849,16,1.6685013148344343,0.42111726149312534,0.22556113115611964,0,2
388,39,0.19980498190348667,1855,574.9616873143661,317.49318079897637,66,-0.7459851053201552,0.6705660634535903,17.111552122584808,0,0
389,-163,0.5094701954021411,-2901,417.71559736550364,127.43099748134625,28,1.1071552066720858,0.27924731012938064,-22.528340084858144,2,2
390,189,-0.07583181523225457,17911,850.0400365425529,433.6954881413629,81,1.2762739446511226,1.2291707638370108,-4.2075329116744555,0,2
391,296,0.8625695790364927,10564,3194.465091888159,192.5579287890192,31,3.492994208850101,0.4903636894057618,6.139278916844976,0,2
392,380,0.9851349097024416,6577,2474.826962883623,277.24484202133704,40,4.298495746587523,0.9626388971921354,-1.404047049925083,1,2
393,363,1.187075420697147,2209,375.756667228406,218.46939016483512,26,5.845860174599514,0.16154133153973183,22.177345624689583,1,2
394,1164,0.6943406302061674,5491,685.1084654740675,40.388465930142274,61,1.6030838656102468,0.23236843474059876,3.1379967573261993,2,0
395,2362,0.21664417513361528,8388,380.59875679061145,953.8763526521757,63,6.4211227700181555,0.193609627914003,-5.100280968474017,0,0
396,951,0.4891633607848417,1163,260.8562668439627,51.42236822686473,76,3.7939057104847285,0.2381218937177286,4.0048607055972205,1,0
397,547,0.484260136957022,10963,921.9300875371657,94.07013050136064,16,2.9441504901172992,0.7071748150457325,4.096757480782852,1,2
398,1159,0.1128373969337742,5023,330.5243738432538,130.31899674146126,80,6.742167192182341,0.08040716557630376,-14.009663834411526,1,3
399,1536,1.3434010599040522,2169,921.6025079084793,-40.82533060339415,19,1.7472602032288087,0.2552675638362101,-27.195505731128613,0,0
400,-256,-0.03980616946073312,11580,2445.1355096751495,599.3581078925806,7,-5.169361458113963,0.9933056060666201,-10.08198707356049,0,0
401,572,0.126040036138942,10735,471.3874993099553,694.8200752014178,82,3.998382713219092,-0.3729873242637929,8.60595375904484,1,1
402,128,0.463119640822119,11507,319.4253848319611,324.7207599393918,22,-0.6729021890918323,0.4189170541445183,-26.217850287609338,0,2
403,148,0.7567344468934958,18495,231.91688813080077,391.9945919171651,23,0.8322612019607558,0.19397268501418283,0.4985288112488675,2,0
404,862,0.5641622383287709,2219,340.02178557216234,282.215358169365,51,6.038957996817481,0.2636819625874868,-15.515684286316876,1,1
405,580,0.2126154788088035,1263,536.2208674785417,303.7535084818241,28,2.6274985189358486,0.2918521922751093,54.75450872825563,0,0
406,485,-0.11826154556822976,8783,56.00254230462809,759.9577373981715,13,6.453925994639497,0.7213080188742369,-7.94732116749428,1,1
407,669,1.0386008822909987,862,162.6650160004374,305.0182877050984,60,2.7939689014614832,1.0176808320810582,4.213463688591148,1,0
408,-24,0.22809489851512116,16006,2179.8102605797167,826.7633833650302,85,2.906993412579021,0.4447394999846115,-9.255773041060102,1,2
409,795,-0.07137441682515955,16265,565.3411970682869,327.0251243706756,67,2.995655792390425,0.5243388836717011,11.20115424647879,1,2
410,363,0.5038184927359907,823,2340.62175963782,111.22189353056068,41,-1.7863443137582167,0.13110458006871306,-0.01631285906510982,1,1
411,807,0.701390975922039,6851,677.0086977067001,-5.415010930008037,33,2.322134042741138,0.2899778377503685,-6.65103031049906,1,1
412,346,0.1776569718124637,669,569.9985492758192,358.1441888271728,87,-1.7889813007736814,0.3847755705397351,24.59436564594467,0,2
413,399,0.5525356920289021,-762,2803.29883508622,225.68352055603305,35,3.8908620463311485,0.3507155187116629,-27.38671414574266,1,0
414,658,0.5624516649878114,5839,83.23042222261552,593.3310746199779,9,4.942387937281123,-0.062134933379593,2.7135497129762527,0,0
415,2,-0.20488385674462306,5722,259.46306866970656,849.598553294562,8,1.3182103475269922,0.6998529551745328,-13.107555310521,2,0
416,203,0.15650945567118268,12485,466.56668601188096,29.35145057889629,70,-0.6925780979159815,0.3308667725200026,-2.713857249914682,2,2
417,-177,-0.12625579483760108,11804,-73.23909631617386,641.0462155922497,29,1.0514434473246637,1.260384074644275,3.942024125725151,2,1
418,1969,0.6308377943294317,-755,1249.5125850517375,833.1150577740964,8,4.58862216203328,0.6184500092020812,-2.8857534588446825,0,2
419,703,0.31955067113620295,1960,254.41789159279614,956.709540141461,98,3.2230641324760656,1.1479385127013564,38.579628336760635,2,0
420,567,0.2730229980175184,6195,376.33490520884106,229.31380433070314,34,8.548119215840204,0.3542456829160886,12.39904234422622,2,2
421,1826,0.39637853052992456,12944,840.0166745335146,169.40266220164534,31,-2.480950047316015,1.4004464959042835,-22.641628503679527,2,1
422,-332,-0.21041285386825603,14639,785.0191734455068,88.96429755311667,28,3.0030877143730788,1.0118783529543758,-8.365114409906539,1,3
423,2048,-0.22047667241603452,2372,768.3455201563057,204.34035530346836,94,-0.030140681807925285,1.0142138520477832,0.5386513767608463,2,3
424,221,-0.4919703600822626,3162,328.0463442235019,449.0416323999707,85,5.810673028079264,0.3444518359646357,2.082357396770796,1,2
425,960,0.05779992097386871,1644,513.0786104854734,376.75208216227765,15,2.656277309744852,0.10772528721217658,-16.755952168486395,0,0
